"year","borough","neighborhood_u_h_f","sex","race_ethnicity","total_number_of_hiv_diagnoses","hiv_diagnoses_per_100_000_population","total_number_of_concurrent_hiv_aids_diagnoses","proportion_of_concurrent_hiv_aids_diagnoses_among_all_hiv_diagnoses","total_number_of_aids_diagnoses","aids_diagnoses_per_100_000_population","uhf_label"
2020,"Manhattan","Union Square -
Lower East Side","Male","White",4,9.9,2,50,7,17.3,309
2020,"Manhattan","Upper East Side","All","All",8,4,0,0,5,2.5,305
2020,"Manhattan","Upper East Side","All","Asian/Pacific
Islander",0,0,0,NA,0,0,305
2020,"Manhattan","Upper East Side","All","Black",1,18.7,0,0,2,37.5,305
2020,"Manhattan","Upper East Side","All","Latino/Hispanic",2,10.2,0,0,2,10.2,305
2020,"Manhattan","Upper East Side","All","Other/Unknown",0,0,0,NA,0,0,305
2020,"Manhattan","Upper East Side","All","White",5,3.4,0,0,1,0.7,305
2020,"Manhattan","Upper East Side","Female","All",1,0.9,0,0,0,0,305
2020,"Manhattan","Upper East Side","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,305
2020,"Manhattan","Upper East Side","Female","Black",0,0,0,NA,0,0,305
2020,"Manhattan","Upper East Side","Female","Latino/Hispanic",1,9.2,0,0,0,0,305
2020,"Manhattan","Upper East Side","Female","Other/Unknown",0,0,0,NA,0,0,305
2020,"Manhattan","Upper East Side","Female","White",0,0,0,NA,0,0,305
2020,"Manhattan","Upper East Side","Male","All",7,8,0,0,5,5.7,305
2020,"Manhattan","Upper East Side","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,305
2020,"Manhattan","Upper East Side","Male","Black",1,40.5,0,0,2,81.1,305
2020,"Manhattan","Upper East Side","Male","Latino/Hispanic",1,11.5,0,0,2,23,305
2020,"Manhattan","Upper East Side","Male","Other/Unknown",0,0,0,NA,0,0,305
2020,"Manhattan","Upper East Side","Male","White",5,7.7,0,0,1,1.5,305
2020,"Manhattan","Upper West Side","All","All",19,9.4,6,31.6,24,11.8,304
2020,"Manhattan","Upper West Side","All","Asian/Pacific
Islander",1,4.7,1,100,2,9.4,304
2020,"Manhattan","Upper West Side","All","Black",6,52.1,1,16.7,6,52.1,304
2020,"Manhattan","Upper West Side","All","Latino/Hispanic",3,9.7,1,33.3,10,32.5,304
2020,"Manhattan","Upper West Side","All","Other/Unknown",1,29.5,0,0,0,0,304
2020,"Manhattan","Upper West Side","All","White",8,5.9,3,37.5,6,4.4,304
2020,"Manhattan","Upper West Side","Female","All",1,0.9,0,0,2,1.8,304
2020,"Manhattan","Upper West Side","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,304
2020,"Manhattan","Upper West Side","Female","Black",0,0,0,NA,0,0,304
2020,"Manhattan","Upper West Side","Female","Latino/Hispanic",0,0,0,NA,1,6,304
2020,"Manhattan","Upper West Side","Female","Other/Unknown",1,50.2,0,0,0,0,304
2020,"Manhattan","Upper West Side","Female","White",0,0,0,NA,1,1.4,304
2020,"Manhattan","Upper West Side","Male","All",18,19.4,6,33.3,22,23.7,304
2020,"Manhattan","Upper West Side","Male","Asian/Pacific
Islander",1,11.8,1,100,2,23.5,304
2020,"Manhattan","Upper West Side","Male","Black",6,119.6,1,16.7,6,119.6,304
2020,"Manhattan","Upper West Side","Male","Latino/Hispanic",3,21.2,1,33.3,9,63.7,304
2020,"Manhattan","Upper West Side","Male","Other/Unknown",0,0,0,NA,0,0,304
2020,"Manhattan","Upper West Side","Male","White",8,12.6,3,37.5,5,7.9,304
2020,"Manhattan","Washington Heights -
Inwood","All","All",56,23.4,10,17.9,32,13.4,301
2020,"Manhattan","Washington Heights -
Inwood","All","Asian/Pacific
Islander",0,0,0,NA,1,10.8,301
2020,"Manhattan","Washington Heights -
Inwood","All","Black",18,66.2,2,11.1,12,44.1,301
2020,"Manhattan","Washington Heights -
Inwood","All","Latino/Hispanic",29,19.5,5,17.2,14,9.4,301
2020,"Manhattan","Washington Heights -
Inwood","All","Other/Unknown",2,53.7,1,50,1,26.8,301
2020,"Manhattan","Washington Heights -
Inwood","All","White",7,13.9,2,28.6,4,7.9,301
2020,"Manhattan","Washington Heights -
Inwood","Female","All",6,4.9,2,33.3,9,7.3,301
2020,"Manhattan","Washington Heights -
Inwood","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,301
2020,"Manhattan","Washington Heights -
Inwood","Female","Black",1,7,0,0,5,34.8,301
2020,"Manhattan","Washington Heights -
Inwood","Female","Latino/Hispanic",5,6.5,2,40,4,5.2,301
2020,"Manhattan","Washington Heights -
Inwood","Female","Other/Unknown",0,0,0,NA,0,0,301
2020,"Manhattan","Washington Heights -
Inwood","Female","White",0,0,0,NA,0,0,301
2020,"Manhattan","Washington Heights -
Inwood","Male","All",50,43.2,8,16,23,19.9,301
2020,"Manhattan","Washington Heights -
Inwood","Male","Asian/Pacific
Islander",0,0,0,NA,1,24.7,301
2020,"Manhattan","Washington Heights -
Inwood","Male","Black",17,132.4,2,11.8,7,54.5,301
2020,"Manhattan","Washington Heights -
Inwood","Male","Latino/Hispanic",24,33.6,3,12.5,10,14,301
2020,"Manhattan","Washington Heights -
Inwood","Male","Other/Unknown",2,115.5,1,50,1,57.8,301
2020,"Manhattan","Washington Heights -
Inwood","Male","White",7,27.2,2,28.6,4,15.6,301
2020,"Queens","Bayside - Little Neck","All","All",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","All","Asian/Pacific
Islander",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","All","Black",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","All","Latino/Hispanic",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","All","Other/Unknown",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","All","White",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","Female","All",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","Female","Black",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","Female","Latino/Hispanic",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","Female","Other/Unknown",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","Female","White",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","Male","All",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","Male","Black",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","Male","Latino/Hispanic",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","Male","Other/Unknown",0,0,0,NA,0,0,404
2020,"Queens","Bayside - Little Neck","Male","White",0,0,0,NA,0,0,404
2020,"Queens","Flushing - Clearview","All","All",17,7.3,3,17.6,6,2.6,403
2020,"Queens","Flushing - Clearview","All","Asian/Pacific
Islander",6,5,1,16.7,2,1.7,403
2020,"Queens","Flushing - Clearview","All","Black",2,45.6,1,50,1,22.8,403
2020,"Queens","Flushing - Clearview","All","Latino/Hispanic",8,19.3,1,12.5,2,4.8,403
2020,"Queens","Flushing - Clearview","All","Other/Unknown",0,0,0,NA,0,0,403
2020,"Queens","Flushing - Clearview","All","White",1,1.6,0,0,1,1.6,403
2020,"Queens","Flushing - Clearview","Female","All",1,0.8,0,0,0,0,403
2020,"Queens","Flushing - Clearview","Female","Asian/Pacific
Islander",1,1.6,0,0,0,0,403
2020,"Queens","Flushing - Clearview","Female","Black",0,0,0,NA,0,0,403
2020,"Queens","Flushing - Clearview","Female","Latino/Hispanic",0,0,0,NA,0,0,403
2020,"Queens","Flushing - Clearview","Female","Other/Unknown",0,0,0,NA,0,0,403
2020,"Queens","Flushing - Clearview","Female","White",0,0,0,NA,0,0,403
2020,"Queens","Flushing - Clearview","Male","All",16,14.6,3,18.8,6,5.5,403
2020,"Queens","Flushing - Clearview","Male","Asian/Pacific
Islander",5,8.8,1,20,2,3.5,403
2020,"Queens","Flushing - Clearview","Male","Black",2,106.1,1,50,1,53,403
2020,"Queens","Flushing - Clearview","Male","Latino/Hispanic",8,40.5,1,12.5,2,10.1,403
2020,"Queens","Flushing - Clearview","Male","Other/Unknown",0,0,0,NA,0,0,403
2020,"Queens","Flushing - Clearview","Male","White",1,3.3,0,0,1,3.3,403
2020,"Queens","Fresh Meadows","All","All",3,3.5,2,66.7,3,3.5,406
2020,"Queens","Fresh Meadows","All","Asian/Pacific
Islander",1,3,1,100,1,3,406
2020,"Queens","Fresh Meadows","All","Black",0,0,0,NA,1,15.5,406
2020,"Queens","Fresh Meadows","All","Latino/Hispanic",2,12.8,1,50,1,6.4,406
2020,"Queens","Fresh Meadows","All","Other/Unknown",0,0,0,NA,0,0,406
2020,"Queens","Fresh Meadows","All","White",0,0,0,NA,0,0,406
2020,"Queens","Fresh Meadows","Female","All",0,0,0,NA,0,0,406
2020,"Queens","Fresh Meadows","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,406
2020,"Queens","Fresh Meadows","Female","Black",0,0,0,NA,0,0,406
2020,"Queens","Fresh Meadows","Female","Latino/Hispanic",0,0,0,NA,0,0,406
2020,"Queens","Fresh Meadows","Female","Other/Unknown",0,0,0,NA,0,0,406
2020,"Queens","Fresh Meadows","Female","White",0,0,0,NA,0,0,406
2020,"Queens","Fresh Meadows","Male","All",3,7.3,2,66.7,3,7.3,406
2020,"Queens","Fresh Meadows","Male","Asian/Pacific
Islander",1,6.3,1,100,1,6.3,406
2020,"Queens","Fresh Meadows","Male","Black",0,0,0,NA,1,37.6,406
2020,"Queens","Fresh Meadows","Male","Latino/Hispanic",2,28.6,1,50,1,14.3,406
2020,"Queens","Fresh Meadows","Male","Other/Unknown",0,0,0,NA,0,0,406
2020,"Queens","Fresh Meadows","Male","White",0,0,0,NA,0,0,406
2020,"Queens","Jamaica","All","All",46,16.3,9,19.6,30,10.6,408
2020,"Queens","Jamaica","All","Asian/Pacific
Islander",7,11.4,1,14.3,3,4.9,408
2020,"Queens","Jamaica","All","Black",26,17.7,4,15.4,17,11.6,408
2020,"Queens","Jamaica","All","Latino/Hispanic",11,24.2,3,27.3,8,17.6,408
2020,"Queens","Jamaica","All","Other/Unknown",1,12.4,0,0,0,0,408
2020,"Queens","Jamaica","All","White",1,4.9,1,100,2,9.9,408
2020,"Queens","Jamaica","Female","All",11,7.4,1,9.1,8,5.4,408
2020,"Queens","Jamaica","Female","Asian/Pacific
Islander",2,6.4,0,0,1,3.2,408
2020,"Queens","Jamaica","Female","Black",5,6.1,0,0,5,6.1,408
2020,"Queens","Jamaica","Female","Latino/Hispanic",3,13.3,0,0,0,0,408
2020,"Queens","Jamaica","Female","Other/Unknown",0,0,0,NA,0,0,408
2020,"Queens","Jamaica","Female","White",1,10.2,1,100,2,20.4,408
2020,"Queens","Jamaica","Male","All",35,26.4,8,22.9,22,16.6,408
2020,"Queens","Jamaica","Male","Asian/Pacific
Islander",5,16.7,1,20,2,6.7,408
2020,"Queens","Jamaica","Male","Black",21,32.1,4,19,12,18.3,408
2020,"Queens","Jamaica","Male","Latino/Hispanic",8,35,3,37.5,8,35,408
2020,"Queens","Jamaica","Male","Other/Unknown",1,27.3,0,0,0,0,408
2020,"Queens","Jamaica","Male","White",0,0,0,NA,0,0,408
2020,"Queens","Long Island City -
Astoria","All","All",34,18.1,8,23.5,19,10.1,401
2020,"Queens","Long Island City -
Astoria","All","Asian/Pacific
Islander",6,17.8,2,33.3,2,5.9,401
2020,"Queens","Long Island City -
Astoria","All","Black",4,39.2,1,25,7,68.6,401
2020,"Queens","Long Island City -
Astoria","All","Latino/Hispanic",12,27.1,2,16.7,6,13.5,401
2020,"Queens","Long Island City -
Astoria","All","Other/Unknown",0,0,0,NA,1,21.7,401
2020,"Queens","Long Island City -
Astoria","All","White",12,12.6,3,25,3,3.1,401
2020,"Queens","Long Island City -
Astoria","Female","All",4,4.2,1,25,1,1.1,401
2020,"Queens","Long Island City -
Astoria","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,401
2020,"Queens","Long Island City -
Astoria","Female","Black",2,35.7,1,50,1,17.8,401
2020,"Queens","Long Island City -
Astoria","Female","Latino/Hispanic",1,4.5,0,0,0,0,401
2020,"Queens","Long Island City -
Astoria","Female","Other/Unknown",0,0,0,NA,0,0,401
2020,"Queens","Long Island City -
Astoria","Female","White",1,2.2,0,0,0,0,401
2020,"Queens","Long Island City -
Astoria","Male","All",30,32,7,23.3,18,19.2,401
2020,"Queens","Long Island City -
Astoria","Male","Asian/Pacific
Islander",6,37.8,2,33.3,2,12.6,401
2020,"Queens","Long Island City -
Astoria","Male","Black",2,43.5,0,0,6,130.4,401
2020,"Queens","Long Island City -
Astoria","Male","Latino/Hispanic",11,50.3,2,18.2,6,27.4,401
2020,"Queens","Long Island City -
Astoria","Male","Other/Unknown",0,0,0,NA,1,44.6,401
2020,"Queens","Long Island City -
Astoria","Male","White",11,22.4,3,27.3,3,6.1,401
2020,"Queens","Ridgewood - Forest
Hills","All","All",28,12,5,17.9,8,3.4,405
2020,"Queens","Ridgewood - Forest
Hills","All","Asian/Pacific
Islander",1,2.4,0,0,0,0,405
2020,"Queens","Ridgewood - Forest
Hills","All","Black",5,88.6,1,20,1,17.7,405
2020,"Queens","Ridgewood - Forest
Hills","All","Latino/Hispanic",13,19.7,2,15.4,5,7.6,405
2020,"Queens","Ridgewood - Forest
Hills","All","Other/Unknown",0,0,0,NA,0,0,405
2020,"Queens","Ridgewood - Forest
Hills","All","White",9,7.7,2,22.2,2,1.7,405
2020,"Queens","Ridgewood - Forest
Hills","Female","All",3,2.5,0,0,0,0,405
2020,"Queens","Ridgewood - Forest
Hills","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,405
2020,"Queens","Ridgewood - Forest
Hills","Female","Black",0,0,0,NA,0,0,405
2020,"Queens","Ridgewood - Forest
Hills","Female","Latino/Hispanic",1,2.9,0,0,0,0,405
2020,"Queens","Ridgewood - Forest
Hills","Female","Other/Unknown",0,0,0,NA,0,0,405
2020,"Queens","Ridgewood - Forest
Hills","Female","White",2,3.3,0,0,0,0,405
2020,"Queens","Ridgewood - Forest
Hills","Male","All",25,22.5,5,20,8,7.2,405
2020,"Queens","Ridgewood - Forest
Hills","Male","Asian/Pacific
Islander",1,5.2,0,0,0,0,405
2020,"Queens","Ridgewood - Forest
Hills","Male","Black",5,187.7,1,20,1,37.5,405
2020,"Queens","Ridgewood - Forest
Hills","Male","Latino/Hispanic",12,38.2,2,16.7,5,15.9,405
2020,"Queens","Ridgewood - Forest
Hills","Male","Other/Unknown",0,0,0,NA,0,0,405
2020,"Queens","Ridgewood - Forest
Hills","Male","White",7,12.4,2,28.6,2,3.5,405
2020,"Queens","Rockaway","All","All",20,17.8,4,20,11,9.8,410
2020,"Queens","Rockaway","All","Asian/Pacific
Islander",1,15.5,1,100,1,15.5,410
2020,"Queens","Rockaway","All","Black",12,29.2,2,16.7,7,17,410
2020,"Queens","Rockaway","All","Latino/Hispanic",4,16,1,25,2,8,410
2020,"Queens","Rockaway","All","Other/Unknown",0,0,0,NA,1,48.2,410
2020,"Queens","Rockaway","All","White",3,8,0,0,0,0,410
2020,"Queens","Rockaway","Female","All",3,5.1,0,0,1,1.7,410
2020,"Queens","Rockaway","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,410
2020,"Queens","Rockaway","Female","Black",3,13.1,0,0,1,4.4,410
2020,"Queens","Rockaway","Female","Latino/Hispanic",0,0,0,NA,0,0,410
2020,"Queens","Rockaway","Female","Other/Unknown",0,0,0,NA,0,0,410
2020,"Queens","Rockaway","Female","White",0,0,0,NA,0,0,410
2020,"Queens","Rockaway","Male","All",17,32.1,4,23.5,10,18.9,410
2020,"Queens","Rockaway","Male","Asian/Pacific
Islander",1,33.7,1,100,1,33.7,410
2020,"Queens","Rockaway","Male","Black",9,49.3,2,22.2,6,32.9,410
2020,"Queens","Rockaway","Male","Latino/Hispanic",4,33.1,1,25,2,16.6,410
2020,"Queens","Rockaway","Male","Other/Unknown",0,0,0,NA,1,104.7,410
2020,"Queens","Rockaway","Male","White",3,16,0,0,0,0,410
2020,"Queens","Southeast Queens","All","All",23,11.9,2,8.7,6,3.1,409
2020,"Queens","Southeast Queens","All","Asian/Pacific
Islander",0,0,0,NA,0,0,409
2020,"Queens","Southeast Queens","All","Black",18,16.7,2,11.1,5,4.6,409
2020,"Queens","Southeast Queens","All","Latino/Hispanic",5,20.9,0,0,1,4.2,409
2020,"Queens","Southeast Queens","All","Other/Unknown",0,0,0,NA,0,0,409
2020,"Queens","Southeast Queens","All","White",0,0,0,NA,0,0,409
2020,"Queens","Southeast Queens","Female","All",6,5.8,0,0,1,1,409
2020,"Queens","Southeast Queens","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,409
2020,"Queens","Southeast Queens","Female","Black",6,10.3,0,0,0,0,409
2020,"Queens","Southeast Queens","Female","Latino/Hispanic",0,0,0,NA,1,8,409
2020,"Queens","Southeast Queens","Female","Other/Unknown",0,0,0,NA,0,0,409
2020,"Queens","Southeast Queens","Female","White",0,0,0,NA,0,0,409
2020,"Queens","Southeast Queens","Male","All",17,18.9,2,11.8,5,5.6,409
2020,"Queens","Southeast Queens","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,409
2020,"Queens","Southeast Queens","Male","Black",12,24.4,2,16.7,5,10.2,409
2020,"Queens","Southeast Queens","Male","Latino/Hispanic",5,43.8,0,0,0,0,409
2020,"Queens","Southeast Queens","Male","Other/Unknown",0,0,0,NA,0,0,409
2020,"Queens","Southeast Queens","Male","White",0,0,0,NA,0,0,409
2020,"Queens","Southwest Queens","All","All",31,12.8,7,22.6,12,4.9,407
2020,"Queens","Southwest Queens","All","Asian/Pacific
Islander",7,9.2,0,0,1,1.3,407
2020,"Queens","Southwest Queens","All","Black",11,44.4,3,27.3,4,16.1,407
2020,"Queens","Southwest Queens","All","Latino/Hispanic",11,13.5,3,27.3,5,6.1,407
2020,"Queens","Southwest Queens","All","Other/Unknown",1,10,0,0,0,0,407
2020,"Queens","Southwest Queens","All","White",1,2,1,100,2,4,407
2020,"Queens","Southwest Queens","Female","All",5,4.1,1,20,1,0.8,407
2020,"Queens","Southwest Queens","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,407
2020,"Queens","Southwest Queens","Female","Black",3,23.3,1,33.3,1,7.8,407
2020,"Queens","Southwest Queens","Female","Latino/Hispanic",2,4.8,0,0,0,0,407
2020,"Queens","Southwest Queens","Female","Other/Unknown",0,0,0,NA,0,0,407
2020,"Queens","Southwest Queens","Female","White",0,0,0,NA,0,0,407
2020,"Queens","Southwest Queens","Male","All",26,21.7,6,23.1,11,9.2,407
2020,"Queens","Southwest Queens","Male","Asian/Pacific
Islander",7,18.3,0,0,1,2.6,407
2020,"Queens","Southwest Queens","Male","Black",8,67.1,2,25,3,25.2,407
2020,"Queens","Southwest Queens","Male","Latino/Hispanic",9,22.3,3,33.3,5,12.4,407
2020,"Queens","Southwest Queens","Male","Other/Unknown",1,20.4,0,0,0,0,407
2020,"Queens","Southwest Queens","Male","White",1,4.1,1,100,2,8.2,407
2020,"Queens","West Queens","All","All",80,20,20,25,40,10,402
2020,"Queens","West Queens","All","Asian/Pacific
Islander",7,6.5,2,28.6,3,2.8,402
2020,"Queens","West Queens","All","Black",4,18.6,0,0,5,23.2,402
2020,"Queens","West Queens","All","Latino/Hispanic",58,28.7,16,27.6,28,13.9,402
2020,"Queens","West Queens","All","Other/Unknown",0,0,0,NA,0,0,402
2020,"Queens","West Queens","All","White",11,17.1,2,18.2,4,6.2,402
2020,"Queens","West Queens","Female","All",8,4.1,1,12.5,6,3.1,402
2020,"Queens","West Queens","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,402
2020,"Queens","West Queens","Female","Black",2,20.8,0,0,3,31.2,402
2020,"Queens","West Queens","Female","Latino/Hispanic",5,5.4,1,20,2,2.1,402
2020,"Queens","West Queens","Female","Other/Unknown",0,0,0,NA,0,0,402
2020,"Queens","West Queens","Female","White",1,3.1,0,0,1,3.1,402
2020,"Queens","West Queens","Male","All",72,34.7,19,26.4,34,16.4,402
2020,"Queens","West Queens","Male","Asian/Pacific
Islander",7,13.4,2,28.6,3,5.8,402
2020,"Queens","West Queens","Male","Black",2,16.8,0,0,2,16.8,402
2020,"Queens","West Queens","Male","Latino/Hispanic",53,48.9,15,28.3,26,24,402
2020,"Queens","West Queens","Male","Other/Unknown",0,0,0,NA,0,0,402
2020,"Queens","West Queens","Male","White",10,30.9,2,20,3,9.3,402
2020,"Staten
Island","Port Richmond","All","All",8,13.6,0,0,2,3.4,501
2020,"Staten
Island","Port Richmond","All","Asian/Pacific
Islander",2,40.7,0,0,0,0,501
2020,"Staten
Island","Port Richmond","All","Black",4,26.8,0,0,2,13.4,501
2020,"Staten
Island","Port Richmond","All","Latino/Hispanic",2,9.9,0,0,0,0,501
2020,"Staten
Island","Port Richmond","All","Other/Unknown",0,0,0,NA,0,0,501
2020,"Staten
Island","Port Richmond","All","White",0,0,0,NA,0,0,501
2020,"Staten
Island","Port Richmond","Female","All",2,6.6,0,0,1,3.3,501
2020,"Staten
Island","Port Richmond","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,501
2020,"Staten
Island","Port Richmond","Female","Black",1,12.5,0,0,1,12.5,501
2020,"Staten
Island","Port Richmond","Female","Latino/Hispanic",1,9.9,0,0,0,0,501
2020,"Staten
Island","Port Richmond","Female","Other/Unknown",0,0,0,NA,0,0,501
2020,"Staten
Island","Port Richmond","Female","White",0,0,0,NA,0,0,501
2020,"Staten
Island","Port Richmond","Male","All",6,20.9,0,0,1,3.5,501
2020,"Staten
Island","Port Richmond","Male","Asian/Pacific
Islander",2,83.8,0,0,0,0,501
2020,"Staten
Island","Port Richmond","Male","Black",3,43.6,0,0,1,14.5,501
2020,"Staten
Island","Port Richmond","Male","Latino/Hispanic",1,9.9,0,0,0,0,501
2020,"Staten
Island","Port Richmond","Male","Other/Unknown",0,0,0,NA,0,0,501
2020,"Staten
Island","Port Richmond","Male","White",0,0,0,NA,0,0,501
2020,"Staten
Island","Stapleton - St.
George","All","All",11,10.1,3,27.3,9,8.2,502
2020,"Staten
Island","Stapleton - St.
George","All","Asian/Pacific
Islander",0,0,0,NA,0,0,502
2020,"Staten
Island","Stapleton - St.
George","All","Black",6,33.6,1,16.7,2,11.2,502
2020,"Staten
Island","Stapleton - St.
George","All","Latino/Hispanic",3,14.3,0,0,3,14.3,502
2020,"Staten
Island","Stapleton - St.
George","All","Other/Unknown",0,0,0,NA,0,0,502
2020,"Staten
Island","Stapleton - St.
George","All","White",2,3.7,2,100,4,7.4,502
2020,"Staten
Island","Stapleton - St.
George","Female","All",2,3.5,0,0,0,0,502
2020,"Staten
Island","Stapleton - St.
George","Female","Asian/Pacific
Islander",0,0,0,NA,0,0,502
2020,"Staten
Island","Stapleton - St.
George","Female","Black",0,0,0,NA,0,0,502
2020,"Staten
Island","Stapleton - St.
George","Female","Latino/Hispanic",2,18.9,0,0,0,0,502
2020,"Staten
Island","Stapleton - St.
George","Female","Other/Unknown",0,0,0,NA,0,0,502
2020,"Staten
Island","Stapleton - St.
George","Female","White",0,0,0,NA,0,0,502
2020,"Staten
Island","Stapleton - St.
George","Male","All",9,17,3,33.3,9,17,502
2020,"Staten
Island","Stapleton - St.
George","Male","Asian/Pacific
Islander",0,0,0,NA,0,0,502
2020,"Staten
Island","Stapleton - St.
George","Male","Black",6,73.1,1,16.7,2,24.4,502
2020,"Staten
Island","Stapleton - St.
George","Male","Latino/Hispanic",1,9.7,0,0,3,29,502
2020,"Staten
Island","Stapleton - St.
George","Male","Other/Unknown",0,0,0,NA,0,0,502
2020,"Staten
Island","Stapleton - St.
George","Male","White",2,7.6,2,100,4,15.2,502
2020,"Staten
Island","Willowbrook","All","All",2,2.5,0,0,2,2.5,503
2020,"Staten
Island","Willowbrook","All","Asian/Pacific
Islander",1,6.2,0,0,0,0,503
2020,"Staten
Island","Willowbrook","All","Black",1,37.8,0,0,2,75.6,503
2020,"Staten
Island","Willowbrook","All","Latino/Hispanic",0,0,0,NA,0,0,503
2020,"Staten
Island","Willowbrook","All","Other/Unknown",0,0,0,NA,0,0,503
2020,"Staten
Island","Willowbrook","All","White",0,0,0,NA,0,0,503
2020,"Staten
Island","Willowbrook","Female","All",1,2.4,0,0,0,0,503
2020,"Staten
Island","Willowbrook","Female","Asian/Pacific
Islander",1,12.1,0,0,0,0,503
2020,"Staten
Island","Willowbrook","Female","Black",0,0,0,NA,0,0,503
2020,"Staten
Island","Willowbrook","Female","Latino/Hispanic",0,0,0,NA,0,0,503
